Time	MU_1	MU_2	MU_3	MU_4	MU_5	MU_6	MU_7	MU_8	MU_9	MU_10	MU_11	MU_12	MU_13	MU_14	MU_15	MU_16	MU_17	MU_18	MU_19	MU_20	MU_21	MU_22	MU_23	MU_24	MU_25	MU_26
50.54	25.2367020633197	23.158205680157	23.1415294496317	19.6879647038358	17.5477315514179	17.1513497136528	17.3969300365146	17.6696963282147	17.8238620581076	20.2839484028573	17.7098834229332	17.2610661458436	16.9294745466465	17.2738574212839	15.15662128104	17.2419022320553	15.019404208183	13.9992945396034	14.5430577356062	10.1692563553394	7.89217276506879	8.48923602951547	7.88923985767981	7.25470791496102	4.57417732900297	0.984294895301835
50.55	25.2650171495267	23.1517402354196	23.1463370272242	19.6593229829162	17.5366954535304	17.1780194759138	17.3670374503478	17.6587218225993	17.8322325879585	20.3462693102139	17.7498523868441	17.2860027495346	16.9869170439897	17.2859799341747	15.1755757981183	17.2033902907876	15.0566880280563	14.0327572477717	14.5464141245345	10.0979616701038	7.79315223865572	8.43482655493835	7.81322936475095	7.17553797568361	4.58457124752616	0.988040762327067
50.56	25.2922886176622	23.1414141486387	23.148021989742	19.6341354896641	17.5284784362139	17.2042387811017	17.342916980025	17.6496248301578	17.8423948902266	20.4125123226768	17.7907765261095	17.3137871620265	17.0445509852624	17.2991468019329	15.1968258569606	17.1641936614427	15.0949905565821	14.0635653634626	14.5476388747859	10.0341000141418	7.69496844697479	8.38440704319663	7.74173784975136	7.09180334197933	4.59738868560487	1.00367922033341
50.57	25.3177688130673	23.1286181375872	23.147041521312	19.6110798616167	17.5244013585241	17.2300667405656	17.3253895336294	17.6428862665977	17.8547509952117	20.4841307125067	17.8332014989039	17.3448642238155	17.101952212641	17.3136233772174	15.2202903560969	17.1242920426959	15.1328244170868	14.0915800771831	14.5470392357363	9.97796745397448	7.59797207283362	8.33914834458026	7.67250511125667	7.00603738667644	4.61171691773014	1.03095736925722
50.58	25.3414815072342	23.1153384267928	23.1455253346624	19.5892785558318	17.5262276977205	17.2580626351781	17.3143936057161	17.6411991727335	17.8716159424793	20.5579980029034	17.8765255595704	17.3786242424981	17.1587293615356	17.326863811482	15.2469033814352	17.0838432008863	15.1701743214795	14.1192281315739	14.5474316983691	9.9272892743497	7.50258500246436	8.30062372389763	7.60444421747219	6.92037711708135	4.62760926498202	1.06721842354901
50.59	25.364033664356	23.101644346547	23.1434054105828	19.5704360759301	17.5338861248359	17.2890952295107	17.3101659409742	17.6449358402412	17.8929447217301	20.6337641585018	17.9203062367228	17.414829312272	17.2119477471149	17.3388868510997	15.2764673292107	17.040729007712	15.2068427544543	14.1463447990254	14.5477392924951	9.88078224243817	7.40912749749688	8.26870318562588	7.53801085399448	6.83493536372999	4.64495329169187	1.1109890988205
50.6	25.3842492085944	23.0865042560074	23.1400655252436	19.5558131532464	17.5461953179199	17.3226524144573	17.3116441617933	17.6534079247252	17.9178547160889	20.7091588487135	17.9643990774034	17.4533418588532	17.260314027539	17.3495007633695	15.3088709175848	16.993352566102	15.2423523548991	14.1729115069427	14.5457625944436	9.83869129887285	7.31805021358112	8.24368717703486	7.47336303289889	6.75021455712188	4.66370353582432	1.16228352482405
50.61	25.3994159520954	23.0672970217208	23.1357030285928	19.5431163594668	17.5604142653372	17.3560871168349	17.3161425197943	17.6637804131747	17.9434355502197	20.7818520142942	18.0086714792233	17.4940262291404	17.3037038045295	17.3590467219328	15.3440863736406	16.9441571691671	15.2738120348126	14.1988171470149	14.5417401449813	9.80123505283084	7.22959018780923	8.22554040987091	7.41061564401575	6.66641325233541	4.68378042664649	1.22078321447672
50.62	25.4090378664149	23.0438910972417	23.1309080895865	19.5322760067534	17.576456142979	17.3880037525493	17.3233604750876	17.6754964278465	17.9692641312	20.8513534232446	18.05228633967	17.53639988188	17.3420083824322	17.3696609230777	15.3808927868426	16.8952252601089	15.3002026635522	14.2234704717256	14.5355044381747	9.76841761785052	7.14422881445317	8.2144939308382	7.34750165069954	6.58401131142602	4.70510004455148	1.28635045610271
50.63	25.4132468869609	23.0166025699976	23.1255553830129	19.5233228792229	17.5941070126255	17.4185086056036	17.3333659549251	17.6884478024888	17.9953366430269	20.9185814983489	18.0921899438234	17.5776828851581	17.3748750949083	17.3799181562217	15.4167791209638	16.8466559486386	15.3214098868734	14.2440051507003	14.527218625268	9.74216146974202	7.05991375836549	8.20969410049532	7.28280670633448	6.50313515411714	4.72759191620414	1.3586127782043
50.64	25.4143915519012	22.9882459460173	23.1194874840618	19.5182519383899	17.6151041075356	17.4494959941731	17.3485915395952	17.7044775066854	18.0239591792966	20.9848561173225	18.1292667347945	17.6189182125245	17.4036710802455	17.3884549333075	15.4540853024718	16.7987617735009	15.3386517664557	14.2595587488005	14.5167855946883	9.7247864771003	6.9763214067976	8.20840345922469	7.21811219744671	6.42566356784155	4.75113846248053	1.43789492934787
50.65	25.411515519742	22.9594525789806	23.1101768691926	19.5159161576895	17.6388849396117	17.4829355734948	17.3680512473492	17.7231790524418	18.0540374497361	21.0473996009142	18.165893487812	17.6619408501673	17.4290699887075	17.3956363311663	15.4935642547462	16.7506540024331	15.3545071352685	14.2701689208807	14.5043789231142	9.71631097782869	6.89660025343233	8.21025806598269	7.15621798373583	6.35434559960258	4.77570059344593	1.52660274922381
50.66	25.4027943359077	22.9272745996928	23.0962807872358	19.5154392187071	17.6638001556585	17.517356039523	17.3898020817989	17.7427146251269	18.0836364250861	21.1064438625357	18.2016795771982	17.7054352421159	17.4486786195915	17.4010488983222	15.5351292510453	16.6996738149798	15.3688152440292	14.2757420421667	14.4882562293208	9.71458442867394	6.82117359939664	8.21520017140008	7.09768020001754	6.28947195507735	4.80107366994998	1.62515359806303
50.67	25.3895506477692	22.8926881062347	23.079253139123	19.5168283605597	17.6914370103399	17.5516726653812	17.4141194084769	17.7644821345492	18.1139175858723	21.1643313538275	18.2377017821169	17.7479995291028	17.4635732343467	17.4060032054365	15.576990066438	16.6473965195456	15.3826612875003	14.2766039022455	14.466283375714	9.71777861563876	6.75047020172085	8.22531771304681	7.04269458333303	6.23141631522802	4.82811159930698	1.73304070822625
50.68	25.3743426714626	22.8583712946152	23.0616740344444	19.5219903652272	17.7239846781168	17.5876686063866	17.4405879708261	17.7909015594823	18.1472769387496	21.2217140975152	18.2754269566153	17.7913344663202	17.4761934994922	17.411179862372	15.6166338872275	16.5947436683649	15.3976958711225	14.275447698732	14.4411408783142	9.72614732732334	6.68461685516562	8.2425086382678	6.99148872247012	6.18026134041417	4.85947218504117	1.84990211862075
50.69	25.3575963890357	22.8243871396125	23.0436416602972	19.5324049874675	17.7616064037255	17.6252573300389	17.4705628564326	17.8220662270492	18.1839667428006	21.2761621746234	18.3124266483373	17.8354994422307	17.4870150178962	17.414705329466	15.6538598774034	16.5396678548504	15.4114413051307	14.2732929640172	14.4142463878083	9.73945037892392	6.62403514204176	8.26658686714296	6.94426766959998	6.13638926722763	4.89528832402319	1.97523286600764
50.7	25.3368485137122	22.7882492496003	23.022592401693	19.5451622562696	17.8019295419314	17.6643843838429	17.5038332011327	17.8578359129736	18.2213939129229	21.3255442393812	18.3481790351777	17.8803438146453	17.4938791533328	17.4166796853841	15.6882745826434	16.4826154658724	15.4236625258652	14.2697823189449	14.3858008549171	9.75772948899519	6.56698171237712	8.29752807706937	6.9011959311185	6.09810327032741	4.93557561784615	2.10859886863212
50.71	25.310734665108	22.7489603416372	22.9974608928438	19.5597423785868	17.8429993363186	17.7042065807698	17.5388587427912	17.8956106685183	18.2557069572095	21.3697209101339	18.3822024664045	17.9252675560376	17.4947697521804	17.4164422917224	15.7170641948235	16.4229303779796	15.4326814120487	14.2623811748281	14.35432442435	9.77857978998324	6.5115978081298	8.33507833959731	6.86251995930167	6.06337686941525	4.97854492046596	2.24902303003198
50.72	25.2794377188954	22.7066798900387	22.9681193032187	19.5756836446513	17.8842367928346	17.7416750767016	17.5758563004413	17.933736098328	18.2849943696833	21.408741244632	18.411509868094	17.9673570038853	17.4898401245421	17.4112325143987	15.7396498144178	16.3581822783212	15.4361166242385	14.2498659864357	14.3175507114559	9.80017049852301	6.45817272604615	8.37672617579395	6.82773586508184	6.03237938721107	5.02164993195285	2.39324982382694
50.73	25.2426380634533	22.6632295190296	22.9336046572121	19.5903079235293	17.922651103564	17.7776031720267	17.6124564908781	17.9705351220577	18.3113620275618	21.4450999146904	18.4363089506047	18.0055422218461	17.4789464986902	17.4024883277229	15.7588722634671	16.288004231119	15.4338862439842	14.2324830641969	14.2755940120183	9.82267499843038	6.4072038413602	8.42069895022567	6.79420774537573	6.00519709641112	5.06470787283969	2.53978171272898
50.74	25.2008720717761	22.6183166615405	22.895176823897	19.6026028707011	17.9573437235875	17.814358184918	17.6466479666469	18.00335076916	18.336564151369	21.4798256842875	18.4592957222921	18.0400206620587	17.4623054624829	17.3922823205688	15.7751004775237	16.2127603903707	15.4260148175087	14.2101915432119	14.2286087659129	9.84571573718951	6.36165190134207	8.46703734571925	6.76180724048586	5.98189382008916	5.10748116104311	2.68817466388527
50.75	25.1546288802183	22.5708623391511	22.8537480467387	19.6151768190555	17.9886765889021	17.8518078996517	17.6783662253111	18.0337899815697	18.3603927699662	21.5127025711473	18.4803561899508	18.0732300480096	17.4397852186031	17.3804404349763	15.7882950487764	16.1327222639139	15.4125361983284	14.1831408885173	14.1767092919275	9.87065951206884	6.32265014587809	8.5156285292467	6.73345331447823	5.96326843339445	5.14985398444236	2.83777442463665
50.76	25.1066696877618	22.5211149954704	22.8120971075932	19.6293180063993	18.0191826806013	17.8898681496033	17.7097123127385	18.0639833287564	18.3828190364936	21.5460474453935	18.501043921624	18.1062426644707	17.4132524303632	17.3671581625174	15.7983381244647	16.048458601894	15.3956684484877	14.1517802416423	14.1210494117147	9.89984872834914	6.29023093656637	8.5688868573633	6.71017133447267	5.95214756854677	5.19161686299707	2.98802431653979
50.77	25.0584443966003	22.4701375332719	22.771345252625	19.64491481009	18.0497200361332	17.9283355993984	17.7423427777039	18.0939096159887	18.4037211800718	21.5812928343199	18.5236806467149	18.1388041387615	17.3850828402139	17.3523726736097	15.8052685082654	15.9629672485257	15.3773529972392	14.1190530087202	14.0645759248043	9.93342453601695	6.26458574084473	8.6279098937482	6.69195273627916	5.9491618208937	5.23263511984192	3.13831173544419
50.78	25.0092465677563	22.420775246852	22.7313400988533	19.6618794749756	18.0799810228103	17.9671129915899	17.7758782164005	18.1234904795076	18.4230258773491	21.6181473308384	18.5481007173979	18.1708067296376	17.3553412922012	17.3362485745673	15.808964064066	15.8776921863777	15.3574552232438	14.0858692312882	14.0078581490413	9.97115108319237	6.24577574730053	8.69227172581652	6.6789097039007	5.95424820245003	5.27272533817489	3.28805811669341
50.79	24.9564848512512	22.373862302497	22.6926037912473	19.6802550436533	18.1102931344413	18.0059822996403	17.810530959317	18.1525268112837	18.440734915751	21.6557879869102	18.5744482361066	18.2021996638986	17.3242836046432	17.3187917688646	15.8095400752362	15.7929125417094	15.3362334499918	14.0524268040435	13.9511270818348	10.0130496782081	6.23390415618529	8.76189227895933	6.67108114918362	5.96744267745256	5.31174370118658	3.4366641773994
50.8	24.9015499442371	22.327832854008	22.6535932088915	19.6995140166204	18.1427970434789	18.0452932404796	17.8473563642269	18.1814195251026	18.4577376606417	21.6910485398839	18.6017797643789	18.2323110536242	17.2928282546181	17.3017347378534	15.8068726428898	15.7084062390323	15.3132515145966	14.0182465402258	13.8943134652066	10.0574664513519	6.2290047514246	8.83580021809557	6.66850231357491	5.98832948787027	5.34952869251165	3.58354642193075
50.81	24.8470160348834	22.2814525656671	22.6137816266233	19.7192330172164	18.1757989870941	18.0847241306964	17.8851951527856	18.2101101917818	18.4733166064105	21.7252940561934	18.628400160619	18.2594051417163	17.2605817543044	17.2844081102828	15.8031461414869	15.6216997786894	15.2859398062258	13.9827220449062	13.8353837601648	10.1017430449796	6.23109353433685	8.91099253381868	6.67118283334395	6.01416343642431	5.38593202744085	3.72812107277899
50.82	24.7928105710097	22.2374648039877	22.5754508858662	19.7400312992938	18.2079487516035	18.1237860864874	17.9234008156577	18.2378924911403	18.4869093385611	21.758652752911	18.6561645914587	18.2851481150256	17.2272036152114	17.265780012044	15.7999563036404	15.5324930298795	15.2534480144236	13.9472486274089	13.7760644471195	10.1456613770033	6.24019925399571	8.98646548291208	6.67911656267198	6.0437864562996	5.42081165822365	3.86982222103044
50.83	24.7366268795623	22.1937687960955	22.5365092707371	19.7619024030374	18.2393603817847	18.1623616039651	17.9619490306357	18.26480545606	18.498680284524	21.7888749291712	18.6853008904307	18.3097488441963	17.1930088492098	17.2462276159236	15.7946172811338	15.4411888691015	15.2160427287952	13.9119619336442	13.7177975916769	10.1889615116433	6.25580558763297	9.06202255824159	6.69202789367612	6.07723507304655	5.45403004932875	4.00809061963653
50.84	24.6779372305604	22.1492590127244	22.4953504547941	19.7846820214488	18.2697886099033	18.2003355711821	18.0006400100662	18.2905905018661	18.5085281522652	21.8161332516919	18.7157197381155	18.3335906666087	17.1579789699081	17.225596059314	15.78598394991	15.3481561642458	15.1741886643373	13.8770447693569	13.6605505806042	10.231571630428	6.27510269668523	9.13733038749228	6.70728307659992	6.11430236712979	5.48546222720122	4.14238261817008
50.85	24.6200163529681	22.1041936178526	22.4543714107833	19.810402510028	18.2992396505273	18.2374785516785	18.0393415721242	18.3157722040047	18.51910779165	21.8402303223334	18.7472439687244	18.3585188399557	17.1224498407819	17.2042123924671	15.7755244948378	15.2538554588269	15.1308471482853	13.8426081930268	13.6047262357853	10.273197244472	6.29719649901852	9.21208683689649	6.72356166462964	6.15487909635443	5.5149730888485	4.27215963799741
50.86	24.5635134753149	22.0607593386498	22.4155573049625	19.8408731937312	18.3283243659811	18.2756305768851	18.0783849820454	18.342878780903	18.5306166207969	21.8639270133241	18.7818504727327	18.3826460898261	17.0854685989753	17.1806968721098	15.7658381693678	15.1610344372602	15.0870161369462	13.8087905050764	13.550372941908	10.3138604480557	6.32207988257694	9.28604453797348	6.74101937990916	6.19878591919667	5.54245759499893	4.39691796434049
50.87	24.5088732267507	22.0211690375271	22.3790730639838	19.8756685760578	18.3563027006864	18.3166562966431	18.1173591110038	18.3726644481711	18.5402660186438	21.8867939079715	18.8213304459642	18.4051590292563	17.044583452608	17.1526733452467	15.7566090541906	15.0716016816725	15.0428511015358	13.7756338319967	13.4979190110947	10.3523048912459	6.34950618569336	9.35841903633812	6.759424261056	6.24585547426429	5.56779616479121	4.51616026375275
50.88	24.4541339017992	21.9835116719474	22.3434756979202	19.9122013825755	18.3828696657922	18.3580562097732	18.1557887923831	18.4025438598418	18.5477444027942	21.9061549746432	18.863276347779	18.4261235735347	16.9994643361681	17.120066421235	15.7451842966819	14.983483204347	14.9964972217406	13.7409649504664	13.4459411699803	10.3857418605879	6.37694482382675	9.42620821192359	6.77873854884355	6.29590543010439	5.59090044273795	4.62942083795794
50.89	24.3986631089325	21.9458784808124	22.3065018277555	19.9516039602667	18.4079067485361	18.3979276147399	18.1937095768476	18.4308576012899	18.554506581943	21.9220748597788	18.9056576069968	18.4453864056451	16.9519108217749	17.083599523243	15.7307401905006	14.89535132129	14.9461523265915	13.7032133523636	13.3922894160019	10.4136784795493	6.40277132216726	9.48828372130124	6.79643922983313	6.34873174869413	5.61167102128196	4.73624835883142
50.9	24.3430332562284	21.9085417156294	22.2683943471624	19.9935451221852	18.4312638673988	18.4363526779995	18.2294682731528	18.4566862200455	18.5630851649258	21.934181638727	18.9485558075535	18.462877115201	16.9045124592158	17.0461937124324	15.7134081485254	14.8076923310943	14.8921001061804	13.6628267312659	13.3370900207804	10.4360532782244	6.42707794632363	9.54452087598604	6.81089350823755	6.40413726087837	5.63003091846445	4.83622111222326
50.91	24.2859117345241	21.8716701694931	22.2293276826791	20.0353126799455	18.4508110460264	18.4714768774696	18.2605161025708	18.4771780093928	18.5722946104885	21.9442665219893	18.9910516531131	18.4789525117206	16.8574201904516	17.0086492841112	15.6939080806424	14.7209098804547	14.834539544473	13.6196721148843	13.2805774888622	10.4527160621666	6.44964994408117	9.59463460309781	6.82220611494673	6.46187827650576	5.64589706136627	4.92894599955029
50.92	24.2277115084613	21.8382838491195	22.1921031863544	20.0771724398362	18.4674525762144	18.5007711749227	18.2890423307422	18.4918980372121	18.5794675386631	21.9538880899535	19.0323467169109	18.4963522613952	16.810990253699	16.9710650227106	15.6752449705899	14.6379659487173	14.7736599881455	13.5758924111627	13.2228950904633	10.463868297514	6.4704793071863	9.63847428247065	6.83023147659739	6.52179487127229	5.65924360201742	5.01405695482775
50.93	24.1693827398974	21.8081627261485	22.1577791380174	20.1180010930813	18.4824347398062	18.525135246979	18.3165217174489	18.5031743361551	18.5850890536828	21.960263963758	19.0735191795262	18.5154163642282	16.7645455106132	16.9335389557421	15.6569092437836	14.5601154428737	14.7113181057622	13.5333049028577	13.1649014767385	10.4703209383455	6.48942707391086	9.67583279010391	6.83501255022656	6.58311682511223	5.66959824564164	5.09122116649129
50.94	24.1140570741268	21.7789323108302	22.1236228097495	20.1571787035472	18.4953999809207	18.5471771708517	18.3426919572184	18.5125882818183	18.5919294376579	21.9628461805427	19.1143488543725	18.5332806167303	16.7154993569229	16.8961442171538	15.6362488988505	14.4847892438034	14.6471777100788	13.4893146079765	13.1068454968776	10.4711465071185	6.50646317790248	9.70659096864389	6.83646635379573	6.64288515231143	5.67420470564472	5.16012521924821
50.95	24.0602443413435	21.7505174943211	22.0889207278684	20.1958014363123	18.5064850511039	18.5669468594407	18.3675370273244	18.519893911737	18.6003593396796	21.9615546083734	19.1547782958094	18.5489029230019	16.6636420396408	16.8591819059081	15.6130816112805	14.4114462378338	14.5803325811728	13.4433296715899	13.0483006533927	10.4661188262846	6.52147378432698	9.7305883271991	6.83464666356679	6.70001914687489	5.67211533033396	5.22050605164736
50.96	24.0064347805707	21.7246657003665	22.0538899301751	20.2335318482797	18.5154773751136	18.5853850688046	18.3910102506197	18.5249850059584	18.6108375720304	21.95761791693	19.1945080045398	18.5630291977445	16.609131543344	16.8227593148144	15.5874731670018	14.3404417490681	14.5112639644382	13.3956305178045	12.9895909869069	10.4553466995556	6.53446189914964	9.74779034544824	6.8294999045222	6.75445615952737	5.66346228906107	5.27211826764392
50.97	23.9555820776893	21.7013039792515	22.0186130259557	20.2718083621972	18.5220696153308	18.6033310391902	18.4132371983763	18.5251982734079	18.6235429909021	21.9537577669673	19.2333846138932	18.5782735132731	16.5542295376358	16.7870405046274	15.5595377490818	14.2720261435224	14.4401448833439	13.3463155492132	12.9309128716155	10.4387651280361	6.54528094366087	9.75803252274756	6.82111677142201	6.80584051480116	5.64822021215033	5.31476518510433
50.98	23.9089868575413	21.6789931079336	21.9833424980364	20.312990548305	18.5264717915581	18.6188872043682	18.4337713536702	18.521610331245	18.6376219937692	21.9493816586092	19.2712778515669	18.59532008444	16.5012259667019	16.7522069447105	15.5298509723855	14.2065353024901	14.3672990560681	13.2957406224138	12.8725064228075	10.4166203831351	6.55406029731363	9.76143195288963	6.80945011246755	6.85416635652316	5.62648676658782	5.34827424103601
50.99	23.8653075456017	21.656853111207	21.946884908328	20.355699220003	18.528830743425	18.6320666771077	18.4526717742994	18.5161428859419	18.6532431437335	21.9418065560277	19.3081730113214	18.6127102260748	16.4491487606626	16.7172912947232	15.5011649397346	14.1433327434737	14.2930174019769	13.242840055195	12.8146204318493	10.3874619318696	6.55936368168944	9.75619238423263	6.79454628548491	6.89794723140691	5.59832063972889	5.37251319921504
51	23.8223506538724	21.6321678600696	21.9070308597387	20.3972131631417	18.5290899926363	18.6426829091118	18.4696681350929	18.5084848119118	18.6700937806446	21.9304486886913	19.3437066073333	18.6277367640915	16.3955004076794	16.6795628133313	15.47184752872	14.0797671519248	14.2175261748226	13.1852160043836	12.7574215728744	10.3489645163142	6.55865107612818	9.74007386234675	6.77410834618454	6.93444022449821	5.56385027371821	5.38738675067181
51.01	23.782916360851	21.6075404797552	21.8666670079558	20.4371765082251	18.527010486595	18.6507876742349	18.4849954672623	18.4989865387764	18.6884463014635	21.9153344118562	19.3787508981235	18.6404070316727	16.3404368496797	16.6404924355787	15.4405429796204	14.0169728566718	14.141287506858	13.1229381669378	12.7012741792358	10.3012229285039	6.55180337711035	9.71318559615179	6.74655938501718	6.96329772203519	5.52320043461059	5.39283612989131
51.02	23.7471515914721	21.5824553582915	21.8252545588463	20.4752374052048	18.5204109568182	18.6543358748517	18.497136661705	18.4869814224179	18.706563167328	21.8954938507843	19.414658852311	18.6484082079246	16.2826907698857	16.6012836739606	15.4075538401876	13.9553071311481	14.0635777560454	13.056187536066	12.6456019420445	10.2443740015434	6.53881502373003	9.67555925697426	6.71218615167109	6.98439792936151	5.47654310657264	5.38884378077386
51.03	23.7124780144266	21.5549862773819	21.7805940107934	20.5098613650104	18.5107880400126	18.6511800621015	18.505768145522	18.4716625261365	18.7238055959382	21.8718995869636	19.4491943845433	18.6516406217744	16.2215696673582	16.5598023985226	15.3729470689356	13.8936844383606	13.9820858752942	12.9853203281942	12.5879761477531	10.1786787538613	6.51975871261407	9.62738489885794	6.67100631951667	6.99766393181581	5.42405068803271	5.37541748497188
51.04	23.6789939654134	21.5254581842471	21.7328269971425	20.541974790244	18.4993021422263	18.6432695417159	18.512460126693	18.4543351169993	18.7421779872788	21.8448519751982	19.4819276140149	18.6523738573415	16.1595318880396	16.5161299276074	15.3368420441613	13.8325588089442	13.8966248746862	12.9104554430065	12.5279177163367	10.1043649478398	6.49469837427006	9.56883197530148	6.62326055848356	7.00304205161048	5.36594141677738	5.35261827649657
51.05	23.6467284892572	21.4962097737552	21.6832977952525	20.5720974344629	18.485757734606	18.6327815851111	18.517127735776	18.4352721270816	18.7615125730532	21.8161284626996	19.5127908870631	18.6504642362113	16.0968289989324	16.4704168671454	15.3012287481093	13.7720445062471	13.8094805804564	12.8331857206585	12.4678078759365	10.0217569624229	6.46373845473891	9.50013817629785	6.56908166282185	7.00050945980633	5.30243743992469	5.32052759065302
51.06	23.6158579048174	21.4690948290055	21.6348911824753	20.5998152232553	18.4703477727594	18.6197367060469	18.5196781203742	18.4144466938729	18.7817927332125	21.7882156602207	19.5415438671288	18.6460007895644	16.0337401511829	16.4228099664423	15.2684560508738	13.7124476978588	13.7231418897294	12.7564123794468	12.409828328709	9.93113923183058	6.42699928422277	9.42157722594115	6.50872034819817	6.99008209219837	5.23379420724777	5.27928057461204
51.07	23.5862279689074	21.4436539059454	21.5878948919118	20.6265216163388	18.4530628942748	18.6049057984954	18.521791833967	18.3940741463561	18.8030153167034	21.7610041848333	19.5690703555315	18.6390448659495	15.9705795753952	16.3736235524948	15.2384888322284	13.6540268609789	13.6378334914901	12.6805770773942	12.3541954389776	9.83294427417019	6.38463406254334	9.33346042586621	6.44239786800935	6.97179800776059	5.1602882684932	5.22903638995297
51.08	23.5581536488273	21.4172208262609	21.5424176183878	20.6518750986223	18.433976275779	18.5911466929184	18.5235825057648	18.3761283071644	18.8244111540226	21.7349124899592	19.5979095775332	18.6294222541773	15.9074161815514	16.3228340957972	15.2114962591915	13.5963598528933	13.5539817099582	12.6060165386546	12.300755405169	9.72741327591675	6.33679048125667	9.23613005198041	6.37037626999293	6.94572878666476	5.08219337086633	5.16999342600505
51.09	23.5318650874248	21.3904909542029	21.4970772686754	20.6745088079482	18.4133361975806	18.5775533399544	18.5231317745275	18.3605856785544	18.8448336902464	21.7085901942088	19.6284258062236	18.6186154969307	15.8464056098647	16.2728819605636	15.1852394287174	13.5372809775043	13.4722695350799	12.5333864344864	12.2483536108841	9.61600297050032	6.28368514346959	9.12997439576639	6.29295022618202	6.91197793413469	4.99984352976319	5.10238384307884
51.1	23.5070380900527	21.3661032786587	21.4531026528693	20.6945569389621	18.391450746806	18.5616132227967	18.5207434523516	18.345472588914	18.865747690865	21.6801650840784	19.659676014564	18.6068810672336	15.7891088726133	16.224490158884	15.1581298509874	13.479084237873	13.3957233958845	12.4657608772235	12.198608135368	9.5018456980924	6.22548476478674	9.01540659267343	6.21040158369349	6.87067725708148	4.91352149687758	5.02647450735235
51.11	23.4837710407267	21.3442477185314	21.4114643991768	20.711989979587	18.3681393142539	18.5456214941575	18.5162821582205	18.3289375180109	18.8872064445962	21.6522063841813	19.6887465545503	18.592670480608	15.7329763762164	16.1753091342974	15.1324904458271	13.4230548701527	13.3229808486496	12.4019416135076	12.1521223503131	9.38571622412835	6.16249329611875	8.8928949986497	6.12310661161188	6.82200028715467	4.82363674490582	4.94256936274064
51.12	23.4626088911369	21.3248585670223	21.3719882885964	20.7291776174564	18.3457838330099	18.5313690267219	18.5119561556809	18.3133076220696	18.9094476208802	21.6257595872715	19.7158953962805	18.5761481640488	15.6779110320021	16.1256881976732	15.1103393672055	13.3692599104104	13.2527981085626	12.3403679732441	12.1088819371746	9.26808325059031	6.09484050371149	8.7629119362429	6.03133125612848	6.76612112009827	4.73043687532805	4.85099339918832
51.13	23.4435777137709	21.3089860062358	21.3352010572366	20.7476457344232	18.326260418171	18.5190774720863	18.5097245932369	18.3005836586691	18.9352653003424	21.5992470356353	19.7438851338377	18.5572964131587	15.6241002389013	16.0785374804658	15.0916092647044	13.3179616587556	13.1856027588811	12.2814517104491	12.0692608343977	9.14936030312035	6.02299363337706	8.62570266274821	5.93555972509804	6.70328293318933	4.63441381334034	4.75211426343521
51.14	23.4283446925304	21.2972106065755	21.2996943385592	20.7654309274192	18.3079556750739	18.5074596756659	18.507477866339	18.2891979653711	18.9634766772436	21.5703610822869	19.7708996382937	18.5339979424537	15.5723724389933	16.0339519087211	15.076596418325	13.2693189145042	13.1214685817337	12.2253181876266	12.0312489373872	9.03009480220061	5.94587768910537	8.47914036460572	5.8359656108481	6.63370263524917	4.53387002578384	4.64631333924701
51.15	23.4161208115392	21.2882020529366	21.2639206004174	20.7805299518541	18.2886505737642	18.4940515313283	18.5032468994019	18.2768869829213	18.9917764263264	21.5409557213243	19.7947869528484	18.5044975668669	15.5226795229263	15.9893158528681	15.0639822094716	13.2214504841445	13.0580249910262	12.1701177661088	11.9931326634469	8.91072607974336	5.86129646622167	8.32269837328979	5.73445441758029	6.55769654355577	4.42721693134135	4.5340170830362
51.16	23.4061084429616	21.2820328649687	21.2304197157704	20.7953816255687	18.2683024325741	18.478821829625	18.49728833069	18.2634953164039	19.0204124507455	21.5134968126505	19.8156510508963	18.4695529844959	15.474778970681	15.9452489474808	15.0513088935556	13.172533122433	12.9956221460193	12.1143376599006	11.9549986698459	8.79407540080857	5.76930248209857	8.15712878071008	5.63385661890175	6.47551141666002	4.31497501746034	4.4156660397838
51.17	23.397776038474	21.2794687631116	21.2003114852081	20.8111938264151	18.249566839745	18.4643427647866	18.4922650888584	18.2514588408532	19.0518386587353	21.4869234719032	19.8331443654943	18.4318463930744	15.4290297146866	15.9046053507225	15.0384119003676	13.1235569043275	12.9371346920876	12.0609158642602	11.9186978868824	8.68224694681097	5.67101285036251	7.98302545845106	5.53472238350041	6.3875636126251	4.19752312880551	4.2917274136288
51.18	23.3881227210141	21.2800286219353	21.1739103376261	20.8276018319015	18.233835707489	18.4520501582822	18.4892972211464	18.2424219677554	19.0870742921182	21.4589203201528	19.8484444766894	18.3925868734555	15.3854373478047	15.8683374764331	15.0253883119896	13.0772217757683	12.8828073676911	12.0112990710221	11.8866724584469	8.57564316264589	5.5695732776044	7.80108652672836	5.43738168071961	6.29381254880653	4.07533152725033	4.16268853833654
51.19	23.3785741424245	21.2834918511429	21.1509255553557	20.8448875643381	18.2211718359222	18.4419466216868	18.4884043087357	18.2363874298074	19.1259699689406	21.4283020540267	19.8640583887807	18.3516511326476	15.3444111448715	15.8365895929319	15.0121999862536	13.034734639706	12.8328820669918	11.9654945777861	11.8590179981604	8.47384743755064	5.46592530107638	7.61206030547962	5.34235632349512	6.19361693495758	3.94892540719961	4.02905883974262
